,날짜,읍면동,관광기후지수,평균기온,일강수량,최대풍속,월,요일,총방문자수,연도
8809,2018-02-19,조천읍,30.32,6.6,3.5,2.6,2,0,202627,2018
8810,2018-02-20,조천읍,55.76,6.8,0.0,3.2,2,1,220921,2018
8811,2018-02-21,조천읍,48.52,3.7,0.0,3.6,2,2,237062,2018
8812,2018-02-22,조천읍,50.06,2.9,0.0,2.9,2,3,239224,2018
8813,2018-02-23,조천읍,61.46,7.0,0.0,3.0,2,4,265147,2018
8814,2018-02-24,조천읍,55.76,8.1,0.0,2.0,2,5,288799,2018
8815,2018-02-25,조천읍,55.76,7.9,0.0,1.9,2,6,277281,2018
8816,2018-02-26,조천읍,62.72,6.5,0.0,2.4,2,0,235044,2018
8817,2018-02-27,조천읍,61.46,10.1,0.0,3.0,2,1,239566,2018
8818,2018-02-28,조천읍,24.81,10.4,172.5,7.4,2,2,211333,2018
8819,2018-03-01,조천읍,52.65,5.0,0.0,8.0,3,3,224535,2018
8820,2018-03-02,조천읍,54.62,3.8,0.0,2.6,3,4,228898,2018
8821,2018-03-03,조천읍,33.66,10.7,1.5,3.8,3,5,236644,2018
8822,2018-03-04,조천읍,51.75,17.6,36.0,5.2,3,6,229165,2018
8823,2018-03-05,조천읍,24.6,9.4,11.0,3.7,3,0,185015,2018
8824,2018-03-06,조천읍,54.16,7.6,0.0,4.7,3,1,204536,2018
8825,2018-03-07,조천읍,17.8,8.6,48.5,4.1,3,2,196511,2018
8826,2018-03-08,조천읍,11.42,5.0,41.0,7.5,3,3,179770,2018
8827,2018-03-09,조천읍,53.11,3.9,0.0,3.3,3,4,225856,2018
8828,2018-03-10,조천읍,66.36,6.1,0.0,3.0,3,5,261706,2018
8829,2018-03-11,조천읍,68.92,6.9,0.0,1.9,3,6,279324,2018
8830,2018-03-12,조천읍,70.64,9.7,0.0,2.6,3,0,230514,2018
8831,2018-03-13,조천읍,79.16,13.8,0.0,3.7,3,1,233579,2018
8832,2018-03-14,조천읍,78.32,17.0,0.0,4.9,3,2,227258,2018
8833,2018-03-15,조천읍,33.28,16.1,185.0,3.8,3,3,220447,2018
8834,2018-03-16,조천읍,19.48,7.7,4.5,3.8,3,4,234297,2018
8835,2018-03-17,조천읍,62.5,7.9,0.0,3.6,3,5,262735,2018
8836,2018-03-18,조천읍,36.39,13.9,53.5,4.8,3,6,267488,2018
8837,2018-03-19,조천읍,31.52,11.8,55.0,3.3,3,0,223641,2018
8838,2018-03-20,조천읍,14.78,6.6,32.5,6.6,3,1,217074,2018
8839,2018-03-21,조천읍,12.34,3.5,34.0,4.4,3,2,226485,2018
8840,2018-03-22,조천읍,37.36,5.3,5.5,4.1,3,3,244618,2018
8841,2018-03-23,조천읍,67.41,6.8,0.0,3.4,3,4,265179,2018
8842,2018-03-24,조천읍,69.97,10.7,0.0,2.8,3,5,298822,2018
8843,2018-03-25,조천읍,74.04,11.8,0.0,2.4,3,6,299448,2018
8844,2018-03-26,조천읍,70.64,12.4,0.0,1.9,3,0,268951,2018
8845,2018-03-27,조천읍,74.04,12.6,0.0,1.8,3,1,249320,2018
8846,2018-03-28,조천읍,79.16,13.1,0.0,2.3,3,2,273566,2018
8847,2018-03-29,조천읍,73.2,14.3,0.0,1.9,3,3,303342,2018
8848,2018-03-30,조천읍,67.62,13.5,0.0,3.4,3,4,282087,2018
8849,2018-03-31,조천읍,76.81,16.6,0.0,3.5,3,5,306290,2018
8850,2018-04-01,조천읍,72.54,17.4,0.0,3.3,4,6,279134,2018
8851,2018-04-02,조천읍,86.0,17.7,0.0,4.0,4,0,250466,2018
8852,2018-04-03,조천읍,88.56,17.9,0.0,3.8,4,1,267623,2018
8853,2018-04-04,조천읍,50.24,17.0,6.5,2.1,4,2,275989,2018
8854,2018-04-05,조천읍,48.56,15.4,51.0,3.9,4,3,262527,2018
8855,2018-04-06,조천읍,32.4,9.1,25.0,7.8,4,4,268725,2018
8856,2018-04-07,조천읍,29.05,5.8,1.0,7.8,4,5,284244,2018
8857,2018-04-08,조천읍,65.44,11.4,0.0,4.4,4,6,291885,2018
8858,2018-04-09,조천읍,75.09,14.1,0.0,3.3,4,0,253328,2018
8859,2018-04-10,조천읍,78.91,17.7,0.0,7.0,4,1,270322,2018
8860,2018-04-11,조천읍,72.08,16.7,0.0,3.5,4,2,286505,2018
8861,2018-04-12,조천읍,73.2,16.4,0.0,3.8,4,3,307148,2018
8862,2018-04-13,조천읍,44.24,14.5,1.5,4.2,4,4,278001,2018
8863,2018-04-14,조천읍,41.13,13.4,127.0,5.5,4,5,267852,2018
8864,2018-04-15,조천읍,62.5,10.0,0.0,6.1,4,6,329303,2018
8865,2018-04-16,조천읍,62.3,10.4,0.0,3.4,4,0,277418,2018
8866,2018-04-17,조천읍,64.86,12.7,0.0,1.6,4,1,272422,2018
8867,2018-04-18,조천읍,70.64,11.4,0.0,2.4,4,2,289947,2018
8868,2018-04-19,조천읍,81.72,13.8,0.0,2.3,4,3,286239,2018
8869,2018-04-20,조천읍,85.33,18.3,0.0,2.2,4,4,289519,2018
8870,2018-04-21,조천읍,84.49,16.7,0.0,4.7,4,5,343034,2018
8871,2018-04-22,조천읍,51.83,19.0,209.0,4.4,4,6,298054,2018
8872,2018-04-23,조천읍,51.2,18.5,219.5,4.4,4,0,229259,2018
8873,2018-04-24,조천읍,34.79,13.5,26.0,2.0,4,1,242172,2018
8874,2018-04-25,조천읍,48.06,13.3,5.0,1.5,4,2,287059,2018
8875,2018-04-26,조천읍,67.42,13.8,0.0,2.2,4,3,308965,2018
8876,2018-04-27,조천읍,84.28,15.6,0.0,3.2,4,4,304026,2018
8877,2018-04-28,조천읍,85.33,15.2,0.0,2.0,4,5,328266,2018
8878,2018-04-29,조천읍,78.71,15.7,0.0,2.0,4,6,328635,2018
8879,2018-04-30,조천읍,56.7,18.5,11.0,4.9,4,0,283254,2018
8880,2018-05-01,조천읍,56.7,19.7,7.5,3.2,5,1,251643,2018
8881,2018-05-02,조천읍,51.12,16.4,1.5,4.4,5,2,267335,2018
8882,2018-05-03,조천읍,70.18,13.1,0.0,6.0,5,3,292664,2018
8883,2018-05-04,조천읍,78.7,14.4,0.0,4.0,5,4,279188,2018
8884,2018-05-05,조천읍,77.2,18.5,0.0,4.0,5,5,326126,2018
8885,2018-05-06,조천읍,45.16,18.6,104.0,4.7,5,6,289818,2018
8886,2018-05-07,조천읍,38.4,15.8,20.5,3.2,5,0,272678,2018
8887,2018-05-08,조천읍,60.16,14.1,0.0,4.4,5,1,254074,2018
8888,2018-05-09,조천읍,69.13,13.9,0.0,3.8,5,2,259790,2018
8889,2018-05-10,조천읍,80.21,14.7,0.0,1.9,5,3,270227,2018
8890,2018-05-11,조천읍,80.88,17.6,0.5,3.4,5,4,286703,2018
8891,2018-05-12,조천읍,57.92,20.9,8.0,6.4,5,5,291402,2018
8892,2018-05-13,조천읍,40.96,17.0,31.0,2.6,5,6,272413,2018
8893,2018-05-14,조천읍,89.61,19.8,0.0,2.4,5,0,270570,2018
8894,2018-05-15,조천읍,86.39,22.8,3.5,4.4,5,1,325293,2018
8895,2018-05-16,조천읍,79.76,25.1,4.5,7.5,5,2,343597,2018
8896,2018-05-17,조천읍,66.96,24.5,8.5,6.4,5,3,312297,2018
8897,2018-05-18,조천읍,57.58,21.8,12.5,2.4,5,4,275973,2018
8898,2018-05-19,조천읍,47.14,14.8,3.5,4.8,5,5,283227,2018
8899,2018-05-20,조천읍,48.54,14.8,2.5,5.4,5,6,303653,2018
8900,2018-05-21,조천읍,59.94,15.9,2.0,3.4,5,0,294263,2018
8901,2018-05-22,조천읍,57.92,19.2,12.0,4.0,5,1,321609,2018
8902,2018-05-23,조천읍,57.7,16.6,19.5,5.8,5,2,252553,2018
8903,2018-05-24,조천읍,88.56,19.0,0.0,2.3,5,3,257230,2018
8904,2018-05-25,조천읍,55.82,19.1,2.5,2.6,5,4,278481,2018
8905,2018-05-26,조천읍,66.89,17.2,9.5,3.0,5,5,314363,2018
8906,2018-05-27,조천읍,78.54,19.4,3.0,2.0,5,6,328627,2018
8907,2018-05-28,조천읍,60.94,18.6,43.5,1.9,5,0,247637,2018
8908,2018-05-29,조천읍,81.1,19.9,4.5,1.6,5,1,279124,2018
8909,2018-05-30,조천읍,87.9,20.5,0.0,1.3,5,2,292245,2018
8910,2018-05-31,조천읍,73.42,17.5,0.0,2.6,5,3,314632,2018
8911,2018-06-01,조천읍,96.56,20.4,0.0,2.4,6,4,272269,2018
8912,2018-06-02,조천읍,95.08,21.5,0.0,1.6,6,5,297329,2018
8913,2018-06-03,조천읍,95.08,20.6,0.0,2.4,6,6,320924,2018
8914,2018-06-04,조천읍,89.16,20.1,0.0,3.1,6,0,270859,2018
8915,2018-06-05,조천읍,55.95,17.4,55.5,1.7,6,1,225208,2018
8916,2018-06-06,조천읍,82.65,19.1,0.0,1.3,6,2,300280,2018
8917,2018-06-07,조천읍,93.41,20.3,0.0,1.6,6,3,274227,2018
8918,2018-06-08,조천읍,95.08,19.6,0.0,2.0,6,4,276197,2018
8919,2018-06-09,조천읍,61.29,19.6,0.0,3.4,6,5,290774,2018
8920,2018-06-10,조천읍,57.95,18.2,13.5,3.8,6,6,275127,2018
8921,2018-06-11,조천읍,56.97,18.1,24.5,1.9,6,0,233708,2018
8922,2018-06-12,조천읍,77.28,19.1,3.5,2.0,6,1,262574,2018
8923,2018-06-13,조천읍,96.56,20.4,0.0,3.5,6,2,308570,2018
8924,2018-06-14,조천읍,93.41,19.9,1.0,3.4,6,3,262543,2018
8925,2018-06-15,조천읍,84.15,19.0,1.5,3.9,6,4,253915,2018
8926,2018-06-16,조천읍,88.4,18.4,0.0,4.1,6,5,292849,2018
8927,2018-06-17,조천읍,87.49,19.8,0.0,2.7,6,6,316879,2018
8928,2018-06-18,조천읍,89.16,21.1,0.0,1.5,6,0,262062,2018
8929,2018-06-19,조천읍,55.84,20.7,47.5,3.0,6,1,246371,2018
8930,2018-06-20,조천읍,89.16,19.6,2.0,2.7,6,2,259670,2018
8931,2018-06-21,조천읍,95.08,20.5,0.0,3.0,6,3,282297,2018
8932,2018-06-22,조천읍,89.16,22.3,2.0,2.4,6,4,296721,2018
8933,2018-06-23,조천읍,75.61,21.1,2.0,2.2,6,5,327745,2018
8934,2018-06-24,조천읍,94.89,22.4,0.0,2.5,6,6,323269,2018
8935,2018-06-25,조천읍,81.6,22.9,0.5,3.2,6,0,267322,2018
8936,2018-06-26,조천읍,57.17,27.7,1.5,6.1,6,1,293398,2018
8937,2018-06-27,조천읍,43.59,25.3,14.5,5.2,6,2,297589,2018
8938,2018-06-28,조천읍,30.59,24.2,69.0,4.5,6,3,268202,2018
8939,2018-06-29,조천읍,44.94,24.1,27.0,2.7,6,4,261942,2018
8940,2018-06-30,조천읍,46.61,22.2,246.5,3.8,6,5,262055,2018
8941,2018-07-01,조천읍,41.01,26.2,18.5,8.8,7,6,221145,2018
8942,2018-07-02,조천읍,32.33,25.6,4.0,6.7,7,0,197672,2018
8943,2018-07-03,조천읍,41.85,22.7,27.0,6.0,7,1,206868,2018
8944,2018-07-04,조천읍,72.35,25.4,0.0,2.6,7,2,246210,2018
8945,2018-07-05,조천읍,57.29,23.4,3.0,1.9,7,3,256665,2018
8946,2018-07-06,조천읍,54.28,21.1,57.0,3.8,7,4,215576,2018
8947,2018-07-07,조천읍,61.51,19.6,20.0,4.4,7,5,263886,2018
8948,2018-07-08,조천읍,56.17,19.4,20.5,3.7,7,6,264124,2018
8949,2018-07-09,조천읍,53.95,24.5,10.5,3.7,7,0,268017,2018
8950,2018-07-10,조천읍,71.52,25.1,0.0,6.3,7,1,278371,2018
8951,2018-07-11,조천읍,30.18,26.8,0.5,5.5,7,2,279046,2018
8952,2018-07-12,조천읍,47.02,27.2,0.0,3.0,7,3,276750,2018
8953,2018-07-13,조천읍,49.6,26.3,0.0,1.5,7,4,286030,2018
8954,2018-07-14,조천읍,57.18,26.2,0.0,1.5,7,5,329024,2018
8955,2018-07-15,조천읍,57.18,26.0,0.0,1.7,7,6,345405,2018
8956,2018-07-16,조천읍,57.18,26.0,0.0,2.2,7,0,281364,2018
8957,2018-07-17,조천읍,62.24,26.3,0.0,2.2,7,1,292883,2018
8958,2018-07-18,조천읍,69.82,26.4,0.0,1.9,7,2,316058,2018
8959,2018-07-19,조천읍,59.72,26.3,0.0,1.8,7,3,274502,2018
8960,2018-07-20,조천읍,62.22,28.3,0.0,2.0,7,4,287176,2018
8961,2018-07-21,조천읍,47.05,28.5,0.0,2.9,7,5,349273,2018
8962,2018-07-22,조천읍,36.33,27.6,0.5,8.7,7,6,353351,2018
8963,2018-07-23,조천읍,48.72,28.1,1.5,4.5,7,0,313250,2018
8964,2018-07-24,조천읍,49.56,28.1,0.0,3.1,7,1,283932,2018
8965,2018-07-25,조천읍,52.1,27.6,0.0,2.5,7,2,290198,2018
8966,2018-07-26,조천읍,54.62,27.5,0.0,1.6,7,3,287972,2018
8967,2018-07-27,조천읍,62.2,27.5,0.0,2.0,7,4,335209,2018
8968,2018-07-28,조천읍,46.18,27.8,0.0,2.2,7,5,380560,2018
8969,2018-07-29,조천읍,41.1,27.8,0.0,3.3,7,6,385666,2018
8970,2018-07-30,조천읍,38.0,26.8,7.5,3.3,7,0,372542,2018
8971,2018-07-31,조천읍,49.57,26.9,0.0,3.8,7,1,360285,2018
8972,2018-08-01,조천읍,44.51,27.6,0.0,3.1,8,2,377177,2018
8973,2018-08-02,조천읍,37.76,28.3,0.0,3.4,8,3,349568,2018
8974,2018-08-03,조천읍,25.88,27.7,16.0,7.0,8,4,374629,2018
8975,2018-08-04,조천읍,47.02,27.6,0.5,2.3,8,5,429085,2018
8976,2018-08-05,조천읍,57.14,27.5,0.0,2.1,8,6,391257,2018
8977,2018-08-06,조천읍,45.35,28.1,0.0,2.3,8,0,336337,2018
8978,2018-08-07,조천읍,41.97,27.6,0.5,1.9,8,1,311486,2018
8979,2018-08-08,조천읍,52.1,28.1,0.0,2.5,8,2,333831,2018
8980,2018-08-09,조천읍,49.56,28.0,0.0,2.4,8,3,335022,2018
8981,2018-08-10,조천읍,43.64,28.2,1.5,2.1,8,4,342892,2018
8982,2018-08-11,조천읍,40.3,27.3,7.5,3.0,8,5,374283,2018
8983,2018-08-12,조천읍,1.9,28.2,51.5,6.0,8,6,327294,2018
8984,2018-08-13,조천읍,35.44,28.4,3.0,6.2,8,0,311482,2018
8985,2018-08-14,조천읍,51.22,28.9,0.0,3.5,8,1,350469,2018
8986,2018-08-15,조천읍,32.92,28.6,15.0,3.0,8,2,377765,2018
8987,2018-08-16,조천읍,13.79,26.3,63.0,6.2,8,3,298205,2018
8988,2018-08-17,조천읍,26.75,24.6,17.5,5.6,8,4,303869,2018
8989,2018-08-18,조천읍,68.14,24.8,0.0,3.4,8,5,346276,2018
8990,2018-08-19,조천읍,62.23,25.8,0.0,3.0,8,6,361943,2018
8991,2018-08-20,조천읍,54.64,27.4,2.5,4.2,8,0,307861,2018
8992,2018-08-21,조천읍,52.13,26.7,0.0,2.9,8,1,299561,2018
8993,2018-08-22,조천읍,15.51,26.2,87.5,5.1,8,2,247828,2018
8994,2018-08-23,조천읍,28.17,25.1,288.0,13.3,8,3,206871,2018
8995,2018-08-24,조천읍,66.45,25.9,2.0,5.0,8,4,267002,2018
8996,2018-08-25,조천읍,40.16,26.0,21.0,3.2,8,5,286424,2018
8997,2018-08-26,조천읍,17.29,26.9,22.0,6.8,8,6,279910,2018
8998,2018-08-27,조천읍,53.78,27.5,15.0,4.7,8,0,260061,2018
8999,2018-08-28,조천읍,51.26,26.4,0.0,3.3,8,1,302305,2018
9000,2018-08-29,조천읍,56.32,26.2,15.5,4.0,8,2,319230,2018
9001,2018-08-30,조천읍,57.37,26.8,4.0,3.3,8,3,296297,2018
9002,2018-08-31,조천읍,58.82,27.4,2.0,2.8,8,4,283681,2018
9003,2018-09-01,조천읍,32.75,23.8,64.5,2.2,9,5,266895,2018
9004,2018-09-02,조천읍,40.48,24.7,12.0,2.8,9,6,275627,2018
9005,2018-09-03,조천읍,60.87,25.5,242.5,4.4,9,0,235620,2018
9006,2018-09-04,조천읍,59.42,23.9,22.0,5.1,9,1,258888,2018
9007,2018-09-05,조천읍,85.85,24.3,0.0,2.8,9,2,284449,2018
9008,2018-09-06,조천읍,75.05,24.1,0.0,1.9,9,3,274960,2018
9009,2018-09-07,조천읍,44.56,22.1,15.5,2.8,9,4,248316,2018
9010,2018-09-08,조천읍,78.1,20.0,0.5,3.2,9,5,292678,2018
9011,2018-09-09,조천읍,94.83,20.9,0.0,3.9,9,6,327847,2018
9012,2018-09-10,조천읍,81.13,21.0,0.0,3.0,9,0,266061,2018
9013,2018-09-11,조천읍,79.44,20.6,7.0,3.7,9,1,258888,2018
9014,2018-09-12,조천읍,76.41,21.7,33.5,2.2,9,2,260614,2018
9015,2018-09-13,조천읍,42.87,22.7,360.5,2.9,9,3,217807,2018
9016,2018-09-14,조천읍,79.11,24.4,9.0,2.7,9,4,255561,2018
9017,2018-09-15,조천읍,64.14,23.0,3.0,1.8,9,5,290383,2018
9018,2018-09-16,조천읍,92.96,23.2,0.0,1.9,9,6,289824,2018
9019,2018-09-17,조천읍,52.68,22.7,3.0,1.4,9,0,215604,2018
9020,2018-09-18,조천읍,87.89,22.8,0.0,1.7,9,1,227446,2018
9021,2018-09-19,조천읍,56.28,21.8,2.0,2.6,9,2,232417,2018
9022,2018-09-20,조천읍,43.99,23.8,56.5,2.4,9,3,209109,2018
9023,2018-09-21,조천읍,42.3,23.0,29.0,3.1,9,4,216581,2018
9024,2018-09-22,조천읍,87.89,22.2,0.0,2.5,9,5,271412,2018
9025,2018-09-23,조천읍,82.14,22.3,0.0,1.7,9,6,324962,2018
9026,2018-09-24,조천읍,84.51,19.0,0.0,3.6,9,0,428021,2018
9027,2018-09-25,조천읍,79.44,18.8,0.0,3.8,9,1,421384,2018
9028,2018-09-26,조천읍,66.27,20.5,0.5,4.0,9,2,323809,2018
9029,2018-09-27,조천읍,82.82,19.5,0.0,3.3,9,3,265620,2018
9030,2018-09-28,조천읍,79.44,20.0,2.5,2.7,9,4,249549,2018
9031,2018-09-29,조천읍,44.45,18.9,22.0,4.3,9,5,253626,2018
9032,2018-09-30,조천읍,72.68,19.9,1.0,8.8,9,6,296681,2018
9033,2018-10-01,조천읍,79.44,19.0,0.0,5.9,10,0,217803,2018
9034,2018-10-02,조천읍,80.47,17.9,0.0,3.3,10,1,229680,2018
9035,2018-10-03,조천읍,86.57,16.9,0.0,2.7,10,2,267923,2018
9036,2018-10-04,조천읍,42.1,18.7,25.0,3.1,10,3,229094,2018
9037,2018-10-05,조천읍,37.47,21.0,345.0,6.8,10,4,174440,2018
9038,2018-10-06,조천읍,37.47,19.6,119.0,6.9,10,5,168798,2018
9039,2018-10-07,조천읍,91.27,18.2,0.0,4.2,10,6,250824,2018
9040,2018-10-08,조천읍,86.57,16.7,0.0,3.5,10,0,269051,2018
9041,2018-10-09,조천읍,79.13,18.4,0.0,1.7,10,1,299473,2018
9042,2018-10-10,조천읍,66.99,16.3,2.0,4.0,10,2,271455,2018
9043,2018-10-11,조천읍,61.59,13.7,0.0,5.0,10,3,281088,2018
9044,2018-10-12,조천읍,68.35,13.0,0.0,4.0,10,4,280779,2018
9045,2018-10-13,조천읍,67.34,13.4,0.0,2.2,10,5,315924,2018
9046,2018-10-14,조천읍,74.43,16.0,0.0,1.6,10,6,320315,2018
9047,2018-10-15,조천읍,77.44,16.5,0.0,2.1,10,0,289845,2018
9048,2018-10-16,조천읍,70.37,14.1,4.0,3.5,10,1,280194,2018
9049,2018-10-17,조천읍,66.31,14.8,0.0,3.7,10,2,323966,2018
9050,2018-10-18,조천읍,63.96,14.4,0.0,4.5,10,3,348161,2018
9051,2018-10-19,조천읍,74.76,13.8,0.0,3.4,10,4,307727,2018
9052,2018-10-20,조천읍,76.47,14.4,0.0,2.5,10,5,342729,2018
9053,2018-10-21,조천읍,79.5,15.2,0.0,2.3,10,6,320723,2018
9054,2018-10-22,조천읍,76.78,15.7,2.5,1.7,10,0,257167,2018
9055,2018-10-23,조천읍,72.06,16.4,0.0,2.6,10,1,279634,2018
9056,2018-10-24,조천읍,74.76,14.2,0.0,2.7,10,2,340680,2018
9057,2018-10-25,조천읍,83.56,16.0,0.0,2.6,10,3,324454,2018
9058,2018-10-26,조천읍,40.56,17.0,8.0,4.5,10,4,293089,2018
9059,2018-10-27,조천읍,54.83,13.8,0.0,7.3,10,5,298215,2018
9060,2018-10-28,조천읍,65.3,15.5,0.0,4.6,10,6,318915,2018
9061,2018-10-29,조천읍,83.74,15.8,0.0,3.6,10,0,274664,2018
9062,2018-10-30,조천읍,61.59,12.2,0.0,2.9,10,1,278934,2018
9063,2018-10-31,조천읍,59.22,11.8,0.0,3.4,10,2,277996,2018
9064,2018-11-01,조천읍,67.67,11.2,0.0,4.1,11,3,281857,2018
9065,2018-11-02,조천읍,74.1,12.6,0.0,2.3,11,4,272932,2018
9066,2018-11-03,조천읍,68.02,13.2,0.0,2.2,11,5,312574,2018
9067,2018-11-04,조천읍,77.66,12.7,0.0,2.4,11,6,283660,2018
9068,2018-11-05,조천읍,76.47,13.1,0.0,1.9,11,0,255825,2018
9069,2018-11-06,조천읍,79.5,14.9,0.0,1.9,11,1,263549,2018
9070,2018-11-07,조천읍,44.71,16.1,11.5,1.6,11,2,254228,2018
9071,2018-11-08,조천읍,40.54,17.1,42.0,4.9,11,3,210537,2018
9072,2018-11-09,조천읍,61.59,12.6,2.0,3.7,11,4,243557,2018
9073,2018-11-10,조천읍,79.35,11.6,0.0,2.1,11,5,305126,2018
9074,2018-11-11,조천읍,36.96,13.5,14.0,1.8,11,6,318017,2018
9075,2018-11-12,조천읍,34.81,11.8,5.0,3.5,11,0,228972,2018
9076,2018-11-13,조천읍,65.98,11.2,0.0,3.1,11,1,237339,2018
9077,2018-11-14,조천읍,67.67,11.2,0.0,2.2,11,2,236239,2018
9078,2018-11-15,조천읍,71.73,14.6,0.0,2.9,11,3,252316,2018
9079,2018-11-16,조천읍,31.67,13.3,10.0,2.3,11,4,236856,2018
9080,2018-11-17,조천읍,60.91,10.2,0.0,3.1,11,5,281660,2018
9081,2018-11-18,조천읍,34.59,10.3,0.5,2.4,11,6,265963,2018
9082,2018-11-19,조천읍,59.22,10.9,0.0,3.7,11,0,245115,2018
9083,2018-11-20,조천읍,67.67,10.5,0.0,2.5,11,1,227899,2018
9084,2018-11-21,조천읍,29.41,11.7,2.0,1.7,11,2,237517,2018
9085,2018-11-22,조천읍,52.81,8.0,0.0,6.1,11,3,219342,2018
9086,2018-11-23,조천읍,60.25,7.4,0.0,2.1,11,4,254254,2018
9087,2018-11-24,조천읍,55.18,12.9,3.5,3.6,11,5,263612,2018
9088,2018-11-25,조천읍,64.97,10.5,0.0,1.8,11,6,275992,2018
9089,2018-11-26,조천읍,38.65,13.1,0.0,1.9,11,0,242725,2018
9090,2018-11-27,조천읍,71.73,12.0,0.0,2.0,11,1,231708,2018
9091,2018-11-28,조천읍,69.36,11.1,0.0,3.3,11,2,234459,2018
9092,2018-11-29,조천읍,71.05,11.5,0.0,2.0,11,3,234675,2018
9093,2018-11-30,조천읍,66.66,11.4,0.0,1.6,11,4,247881,2018
9094,2018-12-01,조천읍,61.21,11.9,0.0,1.7,12,5,211542,2018
9095,2018-12-02,조천읍,45.84,16.2,6.5,3.5,12,6,242324,2018
9096,2018-12-03,조천읍,55.58,17.6,4.0,2.2,12,0,181512,2018
9097,2018-12-04,조천읍,37.37,12.0,25.0,5.0,12,1,169487,2018
9098,2018-12-05,조천읍,54.22,8.3,0.0,3.7,12,2,186295,2018
9099,2018-12-06,조천읍,17.88,7.6,13.5,3.9,12,3,176402,2018
9100,2018-12-07,조천읍,18.21,2.9,0.5,6.5,12,4,202532,2018
9101,2018-12-08,조천읍,21.6,2.2,5.0,4.6,12,5,202800,2018
9102,2018-12-09,조천읍,42.34,2.0,0.0,3.9,12,6,223570,2018
9103,2018-12-10,조천읍,54.22,5.9,0.0,2.6,12,0,189522,2018
9104,2018-12-11,조천읍,22.44,7.3,30.5,3.4,12,1,177448,2018
9105,2018-12-12,조천읍,30.5,4.7,6.0,6.0,12,2,202468,2018
9106,2018-12-13,조천읍,51.14,6.2,0.0,5.3,12,3,202730,2018
9107,2018-12-14,조천읍,46.98,3.6,0.0,4.8,12,4,200631,2018
9108,2018-12-15,조천읍,52.89,4.3,0.0,2.1,12,5,252305,2018
9109,2018-12-16,조천읍,27.18,7.6,5.0,2.9,12,6,223573,2018
9110,2018-12-17,조천읍,46.52,8.7,0.5,6.6,12,0,207152,2018
9111,2018-12-18,조천읍,57.09,7.8,0.0,4.3,12,1,204352,2018
9112,2018-12-19,조천읍,61.21,11.8,0.0,2.6,12,2,218143,2018
9113,2018-12-20,조천읍,31.28,11.3,18.5,1.9,12,3,186805,2018
9114,2018-12-21,조천읍,58.11,13.2,0.5,2.1,12,4,213470,2018
9115,2018-12-22,조천읍,61.46,11.2,5.0,1.8,12,5,254841,2018
9116,2018-12-23,조천읍,22.56,7.7,9.0,6.5,12,6,240862,2018
9117,2018-12-24,조천읍,46.98,4.3,0.0,3.9,12,0,245061,2018
9118,2018-12-25,조천읍,55.76,5.8,0.0,1.7,12,1,272713,2018
9119,2018-12-26,조천읍,28.84,6.7,0.5,4.0,12,2,214982,2018
9120,2018-12-27,조천읍,40.82,0.6,0.0,7.7,12,3,234417,2018
9121,2018-12-28,조천읍,20.02,0.1,3.5,8.0,12,4,199490,2018
9122,2018-12-29,조천읍,27.9,1.1,2.0,6.4,12,5,246772,2018
9123,2018-12-30,조천읍,46.98,1.3,2.5,4.9,12,6,254940,2018
9124,2018-12-31,조천읍,46.98,3.0,0.0,3.5,12,0,294430,2018
9125,2019-01-01,조천읍,39.26,3.8,0.5,5.9,1,1,283042,2019
9126,2019-01-02,조천읍,46.98,3.4,0.5,4.7,1,2,229520,2019
9127,2019-01-03,조천읍,48.52,3.3,0.0,3.5,1,3,256272,2019
9128,2019-01-04,조천읍,29.05,4.7,1.5,2.4,1,4,255559,2019
9129,2019-01-05,조천읍,48.04,4.8,2.0,3.6,1,5,255426,2019
9130,2019-01-06,조천읍,49.81,3.6,0.0,3.9,1,6,239451,2019
9131,2019-01-07,조천읍,51.35,4.2,0.0,2.9,1,0,228062,2019
9132,2019-01-08,조천읍,48.27,4.8,0.0,5.2,1,1,239303,2019
9133,2019-01-09,조천읍,48.52,2.7,0.0,4.1,1,2,247083,2019
9134,2019-01-10,조천읍,33.58,5.2,0.0,3.5,1,3,252523,2019
9135,2019-01-11,조천읍,31.92,6.3,2.0,2.1,1,4,244695,2019
9136,2019-01-12,조천읍,27.24,7.0,4.5,2.8,1,5,248580,2019
9137,2019-01-13,조천읍,52.68,6.0,0.0,3.5,1,6,272819,2019
9138,2019-01-14,조천읍,60.17,5.5,0.0,3.0,1,0,248878,2019
9139,2019-01-15,조천읍,49.6,5.3,0.0,5.0,1,1,257013,2019
9140,2019-01-16,조천읍,46.98,1.4,0.0,5.1,1,2,252411,2019
9141,2019-01-17,조천읍,45.44,3.9,0.0,4.8,1,3,261508,2019
9142,2019-01-18,조천읍,58.84,4.5,0.0,2.6,1,4,286844,2019
9143,2019-01-19,조천읍,33.21,7.7,1.5,2.8,1,5,296601,2019
9144,2019-01-20,조천읍,46.73,4.9,1.5,7.4,1,6,267052,2019
9145,2019-01-21,조천읍,48.27,4.3,0.0,5.4,1,0,243102,2019
9146,2019-01-22,조천읍,57.09,6.2,0.0,4.0,1,1,261345,2019
9147,2019-01-23,조천읍,59.64,6.9,0.0,4.5,1,2,290297,2019
9148,2019-01-24,조천읍,56.77,4.4,0.0,3.1,1,3,270580,2019
